Source Name	Sample Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Strain]	Term Source REF	Term Accession Number	Characteristics[Genotype]	Term Source REF	Term Accession Number	Characteristics[Material Type]	Term Source REF	Term Accession Number	Factor Value[Spaceflight]	Term Source REF	Term Accession Number	Factor Value[Growth Environment]	Factor Value[Time]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Sample Media Information]	Parameter Value[Growth Temperature]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Sample Preservation Method]	Term Source REF	Term Accession Number	Parameter Value[Sample Storage Temperature]	Unit	Term Source REF	Term Accession Number
AG6	AG6	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	Silicone	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
AG7	AG7	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	SS316	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
AG8	AG8	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	SS316	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
AG9	AG9	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	Quartz	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
AG10	AG10	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	Silicone	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
AG11	AG11	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	Silicone	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
AG12	AG12	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	SS316	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
AG13	AG13	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	Carbon Fiber	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
AG14	AG14	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	SS316	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
AG15	AG15	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	Silicone	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
AG16	AG16	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	Quartz	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
AG17	AG17	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	Quartz	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
AG18	AG18	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	Silicone	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
AG19	AG19	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	SS316	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
AG20	AG20	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	Silicone	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
AG21	AG21	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	Carbon Fiber	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
AG22	AG22	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	Quartz	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
AG23	AG23	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	Carbon Fiber	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
BG3	BG3	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	SS316	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
BG4	BG4	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	MIT Grass	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
BG7	BG7	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	MIT Grass	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
BG10	BG10	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	Titanium	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
BG12	BG12	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	SS316	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
BG13	BG13	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	Titanium	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
BG15	BG15	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	AL6061	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
BG16	BG16	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	SS316	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
BG17	BG17	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	MIT Grass	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
BG18	BG18	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	Titanium	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
BG19	BG19	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	MIT Grass	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
BG20	BG20	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	AL6061	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
BG22	BG22	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	MIT Grass	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
BG23	BG23	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	Titanium	10	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
EG1	EG1	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	Silicone	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
EG5	EG5	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	Carbon Fiber	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
EG6	EG6	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	SS316	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
EG8	EG8	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	Carbon Fiber	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
EG10	EG10	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	Carbon Fiber	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
EG11	EG11	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	Silicone	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
EG12	EG12	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	Quartz	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
EG13	EG13	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	Silicone	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
EG14	EG14	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	Silicone	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
EG15	EG15	Penicillium rubens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/1108849	ATCC 28089	OSD	https://osdr.nasa.gov/	Wild Type	OSD	https://osdr.nasa.gov/	Cells	MESH	http://purl.bioontology.org/ontology/MESH/D002477	Ground	OSD	https://osdr.nasa.gov/	Quartz	15	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Treatment Protocol	Potato Dextrose Broth coupon coating	25	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	sample collection	4% Paraformaldehyde	OSD	https://osdr.nasa.gov/	4	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027
